guid,id,name,Platform,Rating,Score,Action,Platformer,Puzzle,First-Person Shooter,Driving/Racing,Vehicular Combat,Shooter,Fighting,Adventure,Role-Playing,Action-Adventure,Shoot 'Em Up,Brawler,Wrestling,Compilation,Strategy,Simulation,Sports,Flight Simulator,Music/Rhythm,Baseball,Card Game,Trivia/Board Game,Football,Dual-Joystick Shooter,Golf,Real-Time Strategy,MMORPG,Tennis,Text Adventure,Soccer,Light-Gun Shooter,Billiards,Block-Breaking,Pinball,MOBA,Bowling,Snowboarding/Skiing,Basketball,Skateboarding,Educational,Minigame Collection,Cricket,Hockey,Fishing,Gambling,Surfing,Boxing
3030-46997,46997,So Many Me,PS4,E,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47010,47010,Absolute Drift,PS4,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47021,47021,Onechanbara Z2: Chaos,PS4,M,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47035,47035,DayD Tower Rush,PS4,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
3030-47036,47036,Mahjong Gold,PS4,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47042,47042,Frozen Free Fall,PS4,E,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47047,47047,Tinertia,PS4,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47049,47049,The Deer God,PS4,T,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47109,47109,Bladestorm: Nightmare,PS4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47119,47119,RWBY: Grimm Eclipse,PS4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47146,47146,LA Cops,PS4,,,Yes,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47153,47153,Lovely Planet,PS4,E,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47154,47154,Timespinner,PS4,T,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47156,47156,Overruled!,PS4,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47168,47168,TerraTech,PS4,E10+,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47176,47176,Nikoli no Puzzle 4: Kakuro,PS4,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47185,47185,Stikbold!,PS4,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47190,47190,Screencheat,PS4,E10+,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47192,47192,RIVE,PS4,,,Yes,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47195,47195,The Walking Dead: The Telltale Series - A New Frontier,PS4,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47199,47199,Toto Temple Deluxe,PS4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47245,47245,Boundless,PS4,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
3030-47251,47251,Letter Quest: Grimm's Journey,PS4,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47253,47253,Pineview Drive,PS4,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47261,47261,Mega Coin Squad,PS4,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47278,47278,Skyforge,PS4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
3030-47282,47282,Devious Dungeon,PS4,,,Yes,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47284,47284,Xeodrifter,PS4,E,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47289,47289,Last Inua – An Arctic Adventure,PS4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47291,47291,Assassin's Creed: Rogue,PS4,M,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47298,47298,Toren,PS4,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47308,47308,Ziggurat,PS4,,,Yes,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47310,47310,Pneuma: Breath of Life,PS4,E,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47316,47316,Grim Legends: The Forsaken Bride,PS4,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47324,47324,#killallzombies,PS4,T,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
3030-47326,47326,Leo's Fortune,PS4,,,,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47329,47329,Metro Redux,PS4,M,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47335,47335,M3 Sono Kuroki Hagane: Mission Memento Mori,PS4,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47342,47342,Life Is Strange,PS4,M,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47349,47349,Ninja Pizza Girl,PS4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47352,47352,Geometry Wars 3: Dimensions,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
3030-47353,47353,King's Quest,PS4,E10+,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47355,47355,The Tomorrow Children,PS4,,,,,,,,,,,Yes,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47357,47357,Hollowpoint,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47360,47360,Wild,PS4,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47361,47361,Tearaway Unfolded,PS4,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47362,47362,Alienation,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
3030-47363,47363,Hellblade: Senua's Sacrifice,PS4,M,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47365,47365,Silent Hills,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47375,47375,Blues & Bullets,PS4,M,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47376,47376,Toy Soldiers: War Chest,PS4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
3030-47384,47384,Tango Fiesta,PS4,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
3030-47388,47388,Donut County,PS4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47393,47393,Pix the Cat,PS4,E,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47394,47394,In Space We Brawl,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
3030-47395,47395,Q.U.B.E. 2,PS4,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47396,47396,Ubusana,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47402,47402,Cities: Skylines,PS4,E,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47403,47403,Farming Simulator 15,PS4,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47409,47409,Attractio,PS4,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47425,47425,Five Nights at Freddy's,PS4,T,,,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47440,47440,Close Castles,PS4,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
3030-47445,47445,Keep Talking and Nobody Explodes,PS4,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47449,47449,Tharsis,PS4,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47452,47452,XING: The Land Beyond,PS4,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47457,47457,Extreme Exorcism,PS4,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47461,47461,Mordheim: City of the Damned,PS4,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47468,47468,Werewolf Island,PS4,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47469,47469,Mighty Gunvolt,PS4,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47475,47475,Resident Evil: Revelations 2,PS4,M,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47476,47476,Indie Assault,PS4,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47482,47482,VA-11 Hall-A: Cyberpunk Bartender Action,PS4,M,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47487,47487,Just Shapes & Beats,PS4,E10+,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47494,47494,Soul Axiom,PS4,T,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47502,47502,Bedlam,PS4,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47551,47551,Yakuza 0,PS4,,,,,,,,,,,,Yes,Yes,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47567,47567,Pillar,PS4,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,
3030-47592,47592,Spy Chameleon - RGB Agent,PS4,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47596,47596,The Journey Down: Chapter Two,PS4,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47622,47622,Randal's Monday,PS4,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47637,47637,Wild Season,PS4,,,,,,,,,,,,Yes,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47647,47647,Lacrosse 15,PS4,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47651,47651,One Piece: Pirate Warriors 3,PS4,T,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47654,47654,Salt and Sanctuary,PS4,M,,Yes,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47663,47663,Moon Hunters,PS4,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47666,47666,Collectems,PS4,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47679,47679,Saints Row: Gat Out of Hell,PS4,T,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47680,47680,Super Meat Boy Forever,PS4,T,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47682,47682,Commander Cherry's Puzzled Journey,PS4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47683,47683,Murasaki Mist: Akara's Journey,PS4,T,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47716,47716,Kyn,PS4,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47719,47719,Summer Lesson,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
3030-47721,47721,Earth Defense Force 4.1: The Shadow of New Despair,PS4,M,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47722,47722,Fairy Fencer F: Advent Dark Force,PS4,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47723,47723,Ys VIII: Lacrimosa of Dana,PS4,T,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47724,47724,God Eater 2: Rage Burst,PS4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47725,47725,Senran Kagura: Estival Versus,PS4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47726,47726,Dragon Quest Heroes: The World Tree’s Woe and the Blight Below,PS4,,,Yes,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47753,47753,Disney Infinity 3.0 Edition,PS4,E10+,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47761,47761,Fibbage,PS4,T,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47763,47763,The Legend of Lobodestroyo vs. La Liga de Los Villanos,PS4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47765,47765,Ice Cream Surfer,PS4,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47778,47778,Aegis Defenders,PS4,,,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47779,47779,Worlds of Magic: Planar Conquest,PS4,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47787,47787,Fallen: A2P Protocol,PS4,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47818,47818,Dragon Quest XI: Echoes of an Elusive Age,PS4,T,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47822,47822,Fragments of Him,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47827,47827,Everybody's Golf,PS4,E,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
3030-47833,47833,Duck Dynasty,PS4,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,
3030-47836,47836,Mayan Death Robots,PS4,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47839,47839,Sengoku Hime 5: Senka Tatsu Haou no Keifu,PS4,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47844,47844,SteamWorld Heist,PS4,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47860,47860,Inferno Climber,PS4,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47862,47862,Sword Art Online: Lost Song,PS4,T,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47865,47865,Klaus,PS4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47866,47866,Touhou Genso Wanderer,PS4,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47868,47868,Giana Sisters 2,PS4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47870,47870,Poltergeist: A Pixelated Horror,PS4,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47872,47872,Trine 3: The Artifacts of Power,PS4,E10+,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47882,47882,The Sun and Moon,PS4,E,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47886,47886,RIDE,PS4,E,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47887,47887,Blackhole,PS4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47910,47910,Ao no Kanata no Four Rhythm,PS4,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47911,47911,OlliOlli 2: Welcome to OlliWood,PS4,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,
3030-47913,47913,Pacer,PS4,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47918,47918,Adventures of Pip,PS4,E10+,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47934,47934,Viking Squad,PS4,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47936,47936,Shu,PS4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47966,47966,Schrödinger's Cat and the Raiders of the Lost Quark,PS4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47969,47969,Dead or Alive 5 Last Round,PS4,M,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-47970,47970,Fluster Cluck,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
3030-47999,47999,Ghost Blade,PS4,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48003,48003,BlazeRush,PS4,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48005,48005,Albedo: Eyes from Outer Space,PS4,T,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48006,48006,Children of Morta,PS4,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48013,48013,Runbow,PS4,E,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48028,48028,Tadeo Jones Y El Manuscrito Perdido,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48036,48036,Rugby 15,PS4,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48041,48041,Gunscape,PS4,T,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48047,48047,Nova 2001,PS4,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48057,48057,Rebel Galaxy,PS4,T,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48076,48076,I Am Bread,PS4,E10+,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48094,48094,Five Nights at Freddy's 2,PS4,T,,,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48099,48099,Outlast 2,PS4,M,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48104,48104,Lost Sea,PS4,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48113,48113,Battlefield 1,PS4,M,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48116,48116,Battle Islands,PS4,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48117,48117,Four Sided Fantasy,PS4,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48126,48126,Pig Eat Ball,PS4,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48127,48127,The Castle Game,PS4,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48132,48132,Friday the 13th: The Game,PS4,M,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48146,48146,XenoRaptor,PS4,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48148,48148,The Flame in the Flood,PS4,T,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48149,48149,Where the Water Tastes Like Wine,PS4,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48156,48156,Minutes,PS4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48189,48189,Atelier Shallie: Alchemists of the Dusk Sea,PS4,E10+,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48190,48190,Overwatch,PS4,T,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,
3030-48191,48191,Tony Hawk's Pro Skater 5,PS4,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,
3030-48193,48193,Rabbids Invasion: The Interactive TV Show,PS4,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48205,48205,Henka Twist Caper,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48206,48206,Speakeasy,PS4,T,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48207,48207,Just Cause 3,PS4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48209,48209,Lost Orbit: Terminal Velocity,PS4,T,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48218,48218,Capsule Force,PS4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48238,48238,Monopoly Family Fun Pack,PS4,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48240,48240,Crossing Souls,PS4,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48241,48241,The Jackbox Party Pack,PS4,T,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,
3030-48243,48243,Samurai Warriors 4-II,PS4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48247,48247,Natsuiro High School: Seishun Hakusho,PS4,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48248,48248,Narcosis,PS4,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48249,48249,Vertical Drop Heroes HD,PS4,,,Yes,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48266,48266,Black Witchcraft,PS4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-48267,48267,Ender of Fire,PS4,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
